NAME,ContractType,lat,lng,City,Address,Province,Description,PropertyType,Price,LastUpdated
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For sale,44.00648,-79.450396,Aurora,112 HILLVIEW RD Aurora Ontario L4G2M5 Canada,Ontario,"Exquisitely Decorated Home In 'Olde Rosedale' Type Area. 54' X 199' Lot For Peace & Tranquility Or Build To Suit. Large Living Room W/ Fireplace. Open Concept W/ Separate Area For Formal Dining Or Additional Living Space. Main Floor Office Or Guest Room. Full Bath On Both Floors. Large Kitchen Open To Separate Eat-In Area Overlooking Backyard. Separate Garage. Walk To Yonge Street Amenities, Schools, Shops And Go Station. Once In A Lifetime Charmer! **** EXTRAS **** Incl: Fridge, Stove, Dishwasher, Desk & Bookshelves In Second Bedroom. Excl: Washer, Dryer, All Chandeliers, Window Coverings, Kitchen Shelving, Hwt (R), Water Soft (R), ShelvingIn Laundry, Bsmt And Upper Bath",Single Family,1289000,2016/7/29 14:40
RE/MAX HALLMARK REALTY LTD.,For sale,43.950219,-79.456001,Richmond Hill,57 BLOOMFIELD TR Richmond Hill Ontario L4E2K6 Canada,Ontario,"3,388 Sqft 5-Bedroom Executive Home With 78 Ft Frontage In Sought-After Oak Ridges! Tons Of Natural Light Through Main Floor's Spacious Layout And Over-Sized Windows. Gorgeous Landscaping Front And Back & More! Preview W/Our Virtual Tour! This Is A Must See! Don't Wait! **** EXTRAS **** All Appliances, Window Coverings, Electrical Fixtures, Washer & Dryer, Cvac, Alarm, Sprinkler System & More!",Single Family,1298000,2016/9/20 14:49
RE/MAX HALLMARK REALTY LTD.,For lease,43.788056,-79.301389,Toronto,1814 PHARMACY AVE Toronto Ontario M1T1H6 Canada,Ontario,"Corner Unit In Busy Plaza With Front And Rear Parking. Clean Open Space. **** EXTRAS **** Other Tenants Include: Sushi Restaurant, Car Rental, Hair Dresser, Maple Health Clinic, Asian Restaurant. No Basement",Retail,1300,2016/7/18 1:21
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For sale,43.9705861,-79.2442842,Whitchurch-Stouffville,50 GRICE CIRC Whitchurch-Stouffville Ontario L4A0V7 Canada,Ontario,"Massive 70  Ft Frontage, Executive Sized 3500 Sq Ft Home W/ Full View Of Forest & Trails, One Of The Largest Lots In Wheler's Mill, 4 Large Bedrooms, W/ Three Baths Upstairs, His & Hers Walk In Closet, Office On Main Floor W/ Dark Rich Hardwood Throughout Home, French Doors To Porch W/ Private Forest & Tucked Away From Everything, Chef Style Kitchen W/ Huge Island W/ Quartz Counters Double Sided Fireplace Over Looking Family Room! **** EXTRAS **** Stainless Steele Fridge, Stove, Dishwasher, Washer, Dryer, AllElectrical Upgraded Light Fixtures, Wooden Pergola, Shed, Garage Door Openers & Remotes, All Window Covers, Water Fountain Outside, Partially Finished Basement Waiting For You!",Single Family,1328000,2016/10/18 1:23
RE/MAX HALLMARK LIND GROUP REALTY LTD.,For sale,38.8549418,-77.0593246,Aurora,147 TIMBERLINE TR Aurora Ontario L4G5Z6 Canada,Ontario,"Aurora Highlands Beauty & Backs To Protected Greenspace On 67X124 Pool-Szd Southern Exposed Lot! Meticulously Maintained&Upgraded By 1st Owner! Hwd Flrs! Entertaining-Szd Lr & Dr W/Fr Dr Entry! Big Ceramic Eat-In Kit W/Bi Appli & Fam-Szd Solarium Eat-In Area W/W-O To O/S Custom Deck W/Spectacular Views!Spac.Fam Rm W/Custon Oak Trim & C/F Gas Fpl & Bright Picture Wdw O/L Scenic Greenspace!Lrg Bdrms!Mstr W/Inviting Marble Ens & Big W/I Closet!Updated Main Bath **** EXTRAS **** W/Skylite!Knockout Bright Prof Fin W/O Lwr Lvl W/In-Law Potential Featuring 5th Bdrm Or Den, Huge Rec Rm-Games Rm Combo W/Custom Wet Bar & C/F Stone Fpl & O/S 3Pc Ceramic Bath!Beautifully Lndscpd,Interlock Drive & Walkways.",Single Family,1308888,2016/8/15 14:34
RE/MAX HALLMARK REALTY LTD.,For sale,43.679545,-79.3268397,Toronto,1788 DUNDAS ST E Toronto Ontario M4L1M3 Canada,Ontario,"Open House July9,10/2-4!Leslieville *Over 2000Sq Ft Of Living! 2.5 Storey Stunning Newly Renovated Top To Bottom Home W/Wide & Deep Lot! This Bright And Sun Filled 4 Bed/4 Bath Home Has High Ceilings, Skylights And Hardwood Thru-Out! Open Concept Main Floor, Custom Kitchen W/Granite Counters, Built-In Storage And S/S Appliances! Good Size Bedrooms   Office On 2nd Floor! 3rd Floor Master Retreat W/His Closet & Hers Walk-In, Marble Floor Ensuite ! **** EXTRAS **** This Home Has It All!Conveniently Located To Schools, Ttc, Downtown Toronto And Many Fabulous Family-Friendly Amenities Of The Increasingly Valuable Leslieville! See Attachment For More Information!",Single Family,1349000,2016/7/7 14:53
RE/MAX HALLMARK REALTY LTD.,For sale,40.7191413,-73.9973273,Toronto,395 MONTROSE AVE Toronto Ontario M6G3H2 Canada,Ontario,"Contemporary Urban Living. Large, Stylish, Bright Detached 4 Bed/4 Bath Home In Super Chic Palmerston-Little Italy. Rebuilt 6 Years Ago With Many Recent Upgrades. 2 Car Prkng. Kitchen And 2nd Fl Patio O/Look Beautiful Bickford Park And City Skyline. W/Out To Lrg Patio From 4th Br In Bsmnt. 5 Min Walk To Subway And Close To Community Centre, Restaurants And Stores. Features Include Professional Grade Kitchen Appliances, Marble In 2 Bathrooms, 4 Skylights, **** EXTRAS **** On Demand Hot Water, Cac, Cvac,.... See Attached For Full ListOf Features And Upgrades... See Schedule B For Inclusions And Exclusions. Public Open House Saturday May 14th 1-5Pm",Single Family,1349000,2016/5/14 22:00
RE/MAX HALLMARK REALTY LTD.,For rent,43.7500715,-79.2958491,Toronto,25 DROXFORD- BSMT AVE S Toronto Ontario M1R1K1 Canada,Ontario,"Rare Basement Unit In Highly Sought After Wexford Area Near Lawrence And Pharmacy. Majestic Classic Design For Comfortable Living In The Heart Of The City. Large Family Room With Fire Place , Living Room And A Formal Dining Room. Kitchen Overlooking Large Back Yard With Walkout To Patio. 2 Bedrooms 1 Full Baths. Available For Immediate Move. **** EXTRAS **** 1 Parking Included. Utilities Included",Single Family,16200,2016/7/19 1:23
RE/MAX HALLMARK REALTY LTD.,For rent,40.0362184,-75.5138118,Toronto,#116 - 42 PINERY TR Toronto Ontario M1B6H9 Canada,Ontario,"A Great Main Floor, Two Bedroom Townhouse With Parking! New Laminate, Newer Appliances. Close To Hwy 401, Shopping, Ttc And Schools! **** EXTRAS **** Fridge, Stove, Hooded Microwave, Dishwasher, All Window Coverings. Mounted Black Wall Unit (Or Can Be Taken Down), Sliding Doors Can Be Added To Bedroom Closets.",Single Family,16200,2016/11/18 21:06
RE/MAX HALLMARK REALTY LTD.,For sale,-37.9932879,145.0761207,Toronto,31 SPRINGHURST AVE Toronto Ontario M6K1B1 Canada,Ontario,"A Rare Offering-This Modern Masterpiece Designed By The Award Winning Lga Architectural Partners Is The One You've Been Waiting For! Thoughtfully Designed & Custom-Crafted With The Highest Of Finishes & Attention To Every Detail.10 Ft.Ceilings, Expansive Windows That Allow An Abundance Of Natural Light To Stream Through. A Custom Dream Kitchen With Top Of The Line Ss Appliances, Caesarstone Countertops & Centre Island W/Breakfast Bar. Gorgeous Maple Floors. **** EXTRAS **** Multiple Skylights, Fireplace, 4 Luxury Baths, Sep.Entrance ToPotential Bsmt Apartment/Nanny Suite. Near 3000 Sf On 4 Levels! Professionally Landscaped Front & Back Gardens. A Great Family, Friendly Neighbourhood. Ticks All The Boxes!! 10 ",Single Family,1359900,2016/5/22 0:53
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For sale,46.091888,-92.3307496,Markham,638 CARLTON RD Markham Ontario L3P7R7 Canada,Ontario,"Monarch Built Unionville Gem, Gorgeous & Bright With Designer Decor. Cathedral Ceilings, Potlights Throughout, New Oversized Kitchen A Chefs Dream W/ Open Concept Familyroom, Main Floor Den W/ Connection To Bathroom, Large Oversized Bedrooms, Renovated Bathrooms Throughout, Custom Fireplace, Walk To Amenities & Transit At Your Doorstep! Fantastic Location! Minutes To Hwys! **** EXTRAS **** New Furnace, New Cac, Cvac, Alarm System, Garage Door Openers,French Doors, Ceramics, B/I Dishwasher, All Elf's, All Window Covers, 3/4 X 5 Inch Jatoba Wood Floors, Butler Door, Built-InIn Den, Cabinets Upgrades, Deck!",Single Family,1388000,2016/10/8 1:19
RE/MAX HALLMARK LIND GROUP REALTY LTD.,For sale,43.950219,-79.456001,Richmond Hill,40 WELLSPRING AVE Richmond Hill Ontario L4E4Z6 Canada,Ontario,"Wow-It's A Beauty!Bring Your In-Laws Too!Demand North Richmond Hill Quiet Child-Safe Crt Location!Stone&Brick!Soaring 9Ft Ceilings& Open Concept Plan!Hrdwd Strip Floors On Both Levels!Separate Formal Living&Dining Rms!Huge Gourmet Centre Island Kitchen W/Granite Cntrs,Custom Glass Splash,B-I Desk Area,Task&Pot Lighting,Crown Mldgs On Extended Maple Cabinets, Big Bkfst Bar&Fam-Sized Eat-In Area W/Dbl Gdn Door W/O To Oversized Custom Deck!Open Concept Family Rm **** EXTRAS **** W/Cozy Marble Fpl!Master W/Inviting Ensuite&Big W-In!2nd Big Bdrm W/Full Ensuite!Built-In Closet Organizers!Bright Prof.FinLower Level W/Sep.Entrance W/Massive Rec Rm-Kit-Den-3Pc Bath &Laundry! Great For Inlaw!",Single Family,1388888,2016/5/2 14:39
RE/MAX HALLMARK REALTY LTD.,For sale,43.7627405,-79.456325,Toronto,60 EVANSTON DR Toronto Ontario M3H5P3 Canada,Ontario,"Prime Bathurst Manor. Spacious, 4 Level Side-Split On Huge 60 Ft X 125 Ft Fenced Lot, Sunken Living Room, Eat In Kitchen, Above Ground Family Room With Built Ins And Walk Out To Back Yard. Double Garage, Private Double Driveway, , Clost To Ttc, Northview Hts Secondary School, Hospital, Community Centre, Shopping, Parks And Ravine **** EXTRAS **** Existing Chattels And Fixtures Are All In As Is Condition. SeeSchedule B",Single Family,1390000,2016/11/22 16:45
RE/MAX HALLMARK REALTY LTD.,For sale,38.8549418,-77.0593246,Aurora,157 WILLIS DR Aurora Ontario L4G7M4 Canada,Ontario,"Inground Salt Water Pool On Large Mature Treed Lot! Gorgeous 3,170 Sqft Luxurious Home In Sought-After Aurora Highlands! Move-In Ready With Many, Many Upgrades & Custom Finishes Including Custom Cabinetry Throughout. Open Concept, Hardwood Floors Throughout, 9Ft Ceilings W/ 18Ft Cathedral Ceiling In Living Room. Professionally Finished Bsmt W/Wet Bar. Tons Of Natural Light Through Main Floor's Over-Sized Windows. Preview W/Our Virtual Tour! Don't Wait! **** EXTRAS **** Stainless Steel Appliances, Front Load Washer & Dryer, Cvac, New A/C (2016), New Furnace (2016) Asphalt Shingles (2011), Cabana, Sprinker System, Surround Sound Inside & Outside & 3-Car Tandem Garage For Third Vehicle Or Storage & More!",Single Family,1398000,2016/9/13 21:37
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For sale,43.9705861,-79.2442842,Whitchurch-Stouffville,21 WEST PARK BLVD Whitchurch-Stouffville Ontario L0H1G0 Canada,Ontario,"Desired Cul De Sac / No Thru Traffic - Location * Large Mature Pie Shaped Walk Out Lot Backing Onto Community Park/Greenspace * Convenient To All Amenities * Easy Commuting/Transit Access * Executive Bungalow With Full/Finished Walkout Basement* **** EXTRAS **** Existing Fridge, Stove, Dishwasher, A/C (Replaced In 2013), All Existing Light Fixtures *2 Pgdo* Sprinkler System, SeveralUpdates* Exclude: Mbr Ceiling Fan* Appliances As Is* Hwt Is Rental*",Single Family,1398800,2016/8/2 21:43
RE/MAX HALLMARK LIND GROUP REALTY LTD.,For sale,38.8549418,-77.0593246,Aurora,39 GLEAVE CRT Aurora Ontario L4G7L9 Canada,Ontario,"Wow!Have It All On Demand Child-Safe Exclusive Court In Southwest Aurora!Curb Appeal & Much More!Stone & Brick!Almost 1/3 Ac,Private Pool-Szd Lot Backing To Protected Woodlot!Soaring 9Ft Ceilings - 'Opn Cncpt' Flr Plan!Hwd Strip Flrs On Both Lvls!Entertaining Szd Opn Cncpt Lr & Dr W/Coffered Clng!Main Flr Den!Updated & Upgraded 'Grmt' Centre Islnd Kit W/Quartz Ctrs,Custom Backsplash,Updated Ss Bi Appli.Opn To Spacious 2 Storey Fr W/Gas Fpl W/Custom Surround **** EXTRAS **** & Pallatial Wdws!Big Secondary Bdrms!Mbr W/Updated Ens,SittingArea,Dbl & W-In Closet!Updated Main Bath Too!Bright Prof Fin Lwr Lvl W/Rec Rm,Games Room,Play Room Or Home Theatre Room,Sauna & 3Pc Bath!This Home Is Loaded W/Upgrades & Extras!",Single Family,1398888,2016/8/8 14:32
RE/MAX HALLMARK REALTY LTD.,For sale,33.5726113,-84.4132594,Toronto,460 PAPE AVE Toronto Ontario M4K3P7 Canada,Ontario,"Out Of The Pages Of A Magazine! Renovated With The Utmost Attention To Detail & The Highest Of Custom Finishes Throughout! Light Filled Open Concept Main Floor. Chef's Dream Kitchen With Quartz Countertops , Centre Island & State Of The Art Ss Appliances. Sexy Third Floor Master Retreat With Ensuite W/Heated Floors, Large Soaker Tub & Sep. Shower. Generous Bedrooms With Incredible Storage. 3.5 Stunning Wc's. Incredible Basement Rental Potential. **** EXTRAS **** Coveted Pape School District. Parking. Enjoy All The Shops & Restaurants Of The Danforth, & The Tranquility Of Withrow Park. Ttc At Your Door. This Home Has It All. See: Schedule """"B"""" For List Of Inclusion/Exclusions.",Single Family,1399000,2016/12/5 14:28
KELLER WILLIAMS REFERRED URBAN REALTY,For sale,43.679545,-79.3268397,Toronto,250 WOODFIELD RD Toronto Ontario M4L2W7 Canada,Ontario,"Fabulous Detached Leslieville Family Home On Extra Large 27 X 120Ft Lot, Beautifully Updated And Ready To Move In & Enjoy. Rare Opportunity To Get A 5 Bedroom 4 Bathroom Home With Its Own Self-Contained & Newly Renovated Lower Level 1 Bdrm Nanny In Law Suite! Great Street & Neighbours, Great Schools, French Immersion, And Enjoy The Shops, Restaurants & Conveniences Of Leslieville, The Beach & The Danforth. **** EXTRAS **** Heated Flrs In Mstr Bthrm, S/S 4 Door Fridge W Water/Ice, Hidden Dw, Built-In Micro, S/S Gas Stv, Front Load Laundry, Bbq, Patio Tables. Owners Own 2 Cars, No Issues. Outdoor Fireplace. Full Home Insp Report & Floorplans Avail By Email.",Single Family,1399900,2016/11/7 20:52
RE/MAX HALLMARK LIND GROUP REALTY LTD.,For lease,44.00648,-79.450396,Aurora,#202 - 15105 YONGE ST Aurora Ontario L4G1M3 Canada,Ontario,"2060Sf! Just Move In! 2nd Floor Turn Key Quality Leasehold Improved 'Yonge' Street Furnished Suite! (Tmi-$8) Includes All Utilities, Taxes, Maintenance & Insurance! 45 Parking Spots! Transit At The Door! 5 Minutes To Highway 404! Nine Foot Ceilings! Bright Ceiling To Floor Windows! Spacious Ceramic Reception Area! Private Offices! One Large 'Open' Business Area & Storage Room! **** EXTRAS **** Two Entrances To Suite/ Neutral Decor! Signage On Yonge StreetPylon! Secure Building After 8 Pm! Onside Management! NumerousOffice Uses! Uses Include: Business Or Professional Offices, Clinics, Government Offices, Studios!",Office,1400,2016/7/18 1:10
KELLER WILLIAMS REFERRED URBAN REALTY,For sale,43.679545,-79.3268397,Toronto,250 WOODFIELD RD Toronto Ontario M4L2W7 Canada,Ontario,"This Detached 3 Storey Family Home Sits On An Extra Large 27 X 120Ft Lot & Beautifully Updated From 2014-2016, Ready To Move In & Enjoy. Rare Opportunity To Get A Gorgeous 5 Bedroom 4 Bathroom Home In Leslieville With Its Own Self-Contained And Newly Renovated Lower Level Unit (Physically Separate From The Rest Of The House!).* Great Street & Neighbours, Enjoy The Shops, Restaurants & Conveniences Of Leslieville, The Beach & The Danforth. **** EXTRAS **** Heated Flrs In Mstr Bthrm, S/S 4 Door Fridge W Water/Ice, Hidden Dw, Built-In Micro, S/S Gas Stv, Front Load Laundry, Bbq, Patio Tables. Owners Own 2 Cars, No Issues. Outdoor Fireplace. Insp Report Avail By Email. Open House Today! 1-5.",Single Family,1399900,2016/10/30 19:56
RE/MAX HALLMARK REALTY LTD.,For rent,33.5726113,-84.4132594,Toronto,#Lower - 93 EMPIRE AVE Toronto Ontario M4M2L3 Canada,Ontario,Beautiful Fully Finished Basement Apartment With Separate Entrance. High End Finishes And Attention To Detail. Steps To The Revitalized Greenwood Park With Dog Park And Covered Ice Rink. Very Quiet Street. Professionally Landscaped Front And Rear Garden.,Single Family,16800,2016/7/29 14:40
RE/MAX HALLMARK REALTY LTD.,For rent,43.6708666,-79.3733064,Toronto,#Bsmt - 11 SELBY ST Toronto Ontario M4Y1W3 Canada,Ontario,"Here's Your Chance To Live To Live Downtown Without Breaking The Bank! Freshly Painted And Spacious Lower Level 1 Bedroom On A Quiet Street. Tons Of Natural Light In The Living Space. Grocery, Ttc, Shops, Restaurants Right At Your Door! So Much Character Throughout! Lots Of Storage Space With Built In Shelves In Living Area. **** EXTRAS **** Fridge, Stove, Electric Light Fixtures, Stacked Washer/Dryer. All Inclusive!",Single Family,16800,2016/7/18 0:59
RE/MAX HALLMARK REALTY LTD.,For sale,43.7037974,-79.3831599,Toronto,29 FAIRFIELD RD Toronto Ontario M4P1S9 Canada,Ontario,"Amazing Location And Probably One Of The Most Desirable Streets In North Toronto, Fully Updated Modern Style With Open Concept Floorplan With Large Principal Rooms, New Hardwood Throughout, Marble Counters With Waterfall Peninsula. ** 5 Car Driveway! With Long 1 Car (Spacious) Garage, Lovely Beautiful Backyard Oasis. - **** EXTRAS **** New Appliances Throughout (2016) (W/D, Dishwasher, Fridge, Oven/Stove(W/ Gas Line), Microwave.). Marble Fireplace With Hidden Tv Behind Two Way Mirror ** Home Inspection Report Available Upon Request. **",Single Family,1450000,2016/10/10 0:27
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For sale,38.6581722,-77.2497049,Vaughan,36 NATTRESS ST AVE Vaughan Ontario L4L4G8 Canada,Ontario,"2 Sold 1 Left!!!! 3300 App Sq Ft. W/Your Decor Taste, Area Boasts Multi-Million Dollar Homes,Grand Stone And Brick Facing, Opt. Basement Entrance, Hardwood, Oak Staircases, 5 Bathrooms, Main Floor Office, Massive Chef Kitchen With W/I Pantry,Tarion Warranty And Everything New, You Pick Colours From Our Decor Centre, 2 Have Sold Already 1 Left! Best Deal For A House This Size Brand New With Warranty **** EXTRAS **** Stainless Fridge, Stove, Dishwasher, White Washer And Dryer, All Electrical Light Fixtures, Fireplace With Mantle, Air Conditioning, Choose Your Decor!! Two Lots Sold Last Lot Available! Why Pay For Someone Else's Decor Taste? Custom Built",Single Family,1450000,2016/6/24 1:23
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For sale,43.9705861,-79.2442842,Whitchurch-Stouffville,21 WEST PARK BLVD Whitchurch-Stouffville Ontario L0H1G0 Canada,Ontario,"Desired Cul De Sac / No Thru Traffic - Location * Large Mature Pie Shaped Walk Out Lot Backing Onto Park/Green Space/Vandorf Community Park*Convenient To All Amenities Easy Commuting Access / Go * Exec Bungalow With Full/Finished Walkout Basement *Oversized 2 1/2 Car Garage* **** EXTRAS **** Fridge, Stove, Dishwasher, A/C (2013), Existing Elf*2 Gdo* Sprinkler System",Single Family,1488000,2016/7/18 2:27
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For sale,38.8549418,-77.0593246,Aurora,25 MARSH HARBOUR Aurora Ontario L4G5Y7 Canada,Ontario,"Immaculate A B Cairns, St. Andrews Model, Southern Exposure, Designer Kitchen (2011) With Dual Double Convection Oven. Walk Out To Priv Lot With Large Deck. Gleaming Hardwood Floors Throughout Main Floor. Finished Basement With 5th Bedroom, Rec Room With Gas F/P. Sprinkler System, Garage Door Openers (2 Plus 2 Remotes).Marly Tile Roof, Outside Gas Hook Up.Great Home For Entertaining In Sought After Neighbourhood And Quiet Street **** EXTRAS **** S/S Fridge, B/I Dw, Gas Cooktop, Wash/Dry,B/I Microwave, Furn(2007), All Elfs, All Win Cov, Cvac, Windows(2014), Wat Soft(2009), Rec Room With D/W, Bar Fridge, Wine Rack. Sat Dish.Hwt Rented Excl: Famrm Tv Bracket",Single Family,1450888,2016/10/25 14:42
RE/MAX HALLMARK LIND GROUP REALTY LTD.,For sale,44.00648,-79.450396,Aurora,4 HAWTHORNE LANE Aurora Ontario L4G3K7 Canada,Ontario,"Lot Severance 'Potential' W/Minor Variance In 'Olde' Aurora Kennedy Street West Enclave Of Executive Million Dollar Homes! 'Potential' For Two 70' X 106' Lot From Existing 106' X 140' Lot! Tremendous Demand For 'Infill' Homes In Area Ranging From 2,5 Million To 4 Million Dollars! Currently Well Maintained & Upgraded 3700Sf Five Bedroom Home W/Finished Basement & Inground Pool On Property To Live Or Rent Out While Severance Is Obtained!Build & Live In 1 Lot Or **** EXTRAS **** Build 2 Out @ Same Time To Lower Costs In This Area Of Fine Homes! Seller Makes No Representation As To The Viability Or Ability To Sever & The Buyer Must Perform All Due Diligence (No Offers Conditional On Severance Will Be Accepted)",Vacant Land,1498888,2016/5/12 6:46
RE/MAX HALLMARK LIND GROUP REALTY LTD.,For sale,44.00648,-79.450396,Aurora,4 HAWTHORNE LANE Aurora Ontario L4G3K7 Canada,Ontario,"Wow!Sought After Kennedy Street West Area! 3700Sf 5Br W/Master On Ground Flr Executive Home Plus Finished Bsmt,Inviting Inground Pool On Private 1/3   Acre Lot!Entertaining Sized Lr & Dr!Main Flr Den! 'Grmt' Centre Island Kit W/Bi Appli & Sundrenched Fam-Szd Bkfst Area W/W/O To Pool!Main Flr Master W/W/In Closet & Inviting 4Pc Ens!Spacious Fam Rm W/Gas Fpl O/L Pool!Sauna & 3Pc Bath @ Side Entry For Pool Too! 4 Big Bedrooms Upstairs Including **** EXTRAS **** 2nd Ens & Main Bath!Prof Fin Lwr Lvl W/Huge Rec Rm - Games Rm Combo W/Wet Bar & Cosy Woodburning Fpl & Big Playrm,Nanny's Quarters & 2Pc Bath! 140' X106' Lot - Severance Potential WithVariance-No Offers Conditional On Severance",Single Family,1498888,2016/5/16 14:33
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For lease,44.00648,-79.450396,Aurora,#3 - 160 WELLINGTON ST E Aurora Ontario L4G1P1 Canada,Ontario,"Prime/High Profile Wellington Street East Exposure/ Nw Corner * Across From Go Station * Ample Parking/ Convenient Access * Many Uses Ie: Retail, Professional Offices, Day Care Centers   **Cac & Use Of Existing Sign Boxes Ready For Your Logo/ Advertising. **** EXTRAS **** $1000 Bonus If Leased By April 15, 2016",Retail,1595,2016/7/18 1:27
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For lease,44.00648,-79.450396,Aurora,#3 - 160 WELLINGTON ST E Aurora Ontario L4G1P1 Canada,Ontario,"Prime/High Profile Wellington Street East Exposure/ Nw Corner * Across From Go Station * Ample Parking/ Convenient Access * Many Uses Ie: Retail, Professional Offices, Day Care Centers   **Cac & Use Of Existing Sign Boxes Ready For Your Logo/ Advertising. **** EXTRAS **** 3% Of 1st Yrs Net Rent 1.5% Of Ea Add'; Yrs Net Rnt* Max Of 5Yr Term . $1000.00 Bonus If Leased By August 31st/16**",Retail,1595,2016/8/3 14:49
RE/MAX HALLMARK REALTY LTD.,For sale,43.6708666,-79.3733064,Toronto,37 HILLCREST PARK Toronto Ontario M4X1E8 Canada,Ontario,"Amazing Opportunity To Live On A Park! Live On Fabulous Hillcrest Park At End Of Amelia St. Unique 'Country-In-The-City' Living! Last Home On The Street Surrounded By Spectacular Views Everywhere You Turn. Renovated Light Filled Wide 3 Bedroom Semi. Amazing Lower Level With Tremendous Income Potential. 2 Car Parking. Once In A Lifetime Opportunity To Own A Beautiful Home In A Magical Setting! **** EXTRAS **** 2 Fridges, 2 Stoves, 2 Dishwashers, 2 Washers, 2 Dryers. Exclude Living Room Curtains Basement Apt Can Be Shown Thursday 6-8Pm , Friday 5-7Pm Sat 1-8Pm And Sun 9Am-4Pm, Monday 6-8Pm..",Single Family,1499000,2016/10/30 14:31
RE/MAX HALLMARK REALTY LTD.,For rent,43.7837792,-79.352188,Toronto,#Bsmnt - 32 HOUSTON CRES Toronto Ontario M2J3H8 Canada,Ontario,"**Recently/Professionally Finished--Self-Contained Basement Rent***Well Maintained Bungalow On Cul-De-Sac & Backing To Quiet Park!!**Beautiful 2 Bedroom Apartment With High Ceilings & Spacious-Open Concept W/Practical Flr Plan All New Above Grade Windows,Two Tendam Parking Spots Included On The Driveway,Near Great School, Clean, Quiet, Family Oriented And Commercial Free Neighborhood Minutes To The Fairview Mall, Don Mills Subway, Hwy 404/401, Seneca College **** EXTRAS **** ***Existing Fridge,Stove,B/I Dishwasher,Washer,Dryer,Ac 2008 All Elf's Included---Separate Entrance To Self-Contained Apartment(Basement),Tenant Pays 40% Of The Utilities",Single Family,180000,2016/8/19 1:30
RE/MAX CITYWIDE REALTY INC.,For sale,42.1306563,-70.9161551,Rockland,368 EDWARDS STREET Rockland Ontario K1K1L5 Canada,Ontario,"THREE BEDROOM HOME LOCATED IN ROCKLAND WITH QUICK ACCESS TO HWY 174.  FEATURES ARE; FORMAL DINING ROOM, MAIN FLOOR LAUNDRY ROOM, LAMINATED FLOORING, CROWN MOLDING, NEWER NAT-GAS FURNACE, CARPORT, DOUBLE WIDE DRIVEWAY AND LARGE ""L-SHAPE"" LOT.  HOME IS CURRENTLY VACANT - FLEXIBLE POSSESSION AVAILABLE.  THIS HOME IS CLOSE TO VARIOUS AMENITIES.",Single Family,154900,2016/6/29 19:24
RE/MAX HALLMARK REALTY LTD.,For sale,33.5726113,-84.4132594,Toronto,92 LANGLEY AVE Toronto Ontario M4K1B5 Canada,Ontario,"Prime Riverdale- One Of Riverdale's Most Coveted St! Fabulous 3 Sty Det With Private Dr. Open Concept Living & Dining Rooms With Wood Burning Fireplace & Hardwood Floors. Sun Drenched Family Size Kitchen Features W/O To Patio. & Professionally Landscaped Garden Expansive Master Retreat With Gas Fireplace, Ensuite & W/I Dressing Room. Withrow School District. Steps To Transit. Enjoy The Shops & Restaurants Of The Danforth & The Tranquility Of Withrow Park. **** EXTRAS **** Sub Zero Fridge,Jennaire Gas Stove, B/I Dishwasher, Maytag Washer & Dryer, Electric Light Fixtures. Pool Heater And Equipment. Exclude: Dining Electric Light Fixture, Curtains In2nd Flr Bedroom",Single Family,1549000,2016/5/26 2:45
RE/MAX HALLMARK YORK GROUP REALTY LTD.,For sale,38.6581722,-77.2497049,Vaughan,36 NATTRESS ST AVE Vaughan Ontario L4L4G8 Canada,Ontario,"Last One Left, Approx 3300 Sq Ft Of Custom Built Home In The Heart Of Woodbridge, Area Boasts Multi Million Dollar Homes, Grand Stone Facing, Basement Entrance,Oak Staircase,Hardwood Floors Throughout, Oversized Chef Style Kitchen,Full Warranty On Home, You Pick Every Colour At Decor Centre, Best Deal For A Custom Home In This Location, Top Of The Line Appliances **** EXTRAS **** Stainless Steel Fridge, Ss Stove, Ss Dishwasher, Washer/Dryer,All Elf, Fireplace With Mantle, A/C Unit. Two Lots Sold Last One Left. Email Agent For Floor Plans And Brochure Dolores@Dolorest.Ca",Single Family,1550000,2016/8/22 20:36
